,id,content,tokens,features,sentiment
2295,nunysevitinho,A call satisfaction: scratch the items from the to-do list! < 3,"['call', 'satisfaction', 'scratch', 'items', 'to-do', 'list', '3']","{'length': 44, 'lexdiv': 1.0, 'longestword': 'satisfaction', 'unigram(call)': True, 'unigram(satisfaction)': True, 'unigram(scratch)': True, 'unigram(items)': True, 'unigram(to-do)': True, 'unigram(list)': True, 'unigram(3)': True, ""bigram(('call', 'satisfaction'))"": True, ""bigram(('satisfaction', 'scratch'))"": True, ""bigram(('scratch', 'items'))"": True, ""bigram(('items', 'to-do'))"": True, ""bigram(('to-do', 'list'))"": True, ""bigram(('list', '3'))"": True, ""trigram(('call', 'satisfaction', 'scratch'))"": True, ""trigram(('satisfaction', 'scratch', 'items'))"": True, ""trigram(('scratch', 'items', 'to-do'))"": True, ""trigram(('items', 'to-do', 'list'))"": True, ""trigram(('to-do', 'list', '3'))"": True}",relief
2296,rosangela-thiago-2018,♪ Very happy for everything that's been happening ♪,"['♪', 'happy', 'everything', 'thats', 'happening', '♪']","{'length': 36, 'lexdiv': 0.8333333333333334, 'longestword': 'everything', 'repeats(♪)': 2, 'unigram(♪)': True, 'unigram(happy)': True, 'unigram(everything)': True, 'unigram(thats)': True, 'unigram(happening)': True, ""bigram(('♪', 'happy'))"": True, ""bigram(('happy', 'everything'))"": True, ""bigram(('everything', 'thats'))"": True, ""bigram(('thats', 'happening'))"": True, ""bigram(('happening', '♪'))"": True, ""trigram(('♪', 'happy', 'everything'))"": True, ""trigram(('happy', 'everything', 'thats'))"": True, ""trigram(('everything', 'thats', 'happening'))"": True, ""trigram(('thats', 'happening', '♪'))"": True}",relief
2297,rosangela-thiago-2018,Family,['family'],"{'length': 6, 'lexdiv': 1.0, 'longestword': 'family', 'unigram(family)': True}",happiness
2298,natalia-leandro-16-02-2019,Enjoy every moment!!,"['enjoy', 'every', 'moment']","{'length': 18, 'lexdiv': 1.0, 'longestword': 'moment', 'unigram(enjoy)': True, 'unigram(every)': True, 'unigram(moment)': True, ""bigram(('enjoy', 'every'))"": True, ""bigram(('every', 'moment'))"": True, ""trigram(('enjoy', 'every', 'moment'))"": True}",happiness
2299,manuevictor,"I met my fiancée at work, and you, where did you meet her loves? Much happiness for all of us!! 💜😋","['met', 'fiancée', 'work', 'meet', 'loves', 'much', 'happiness', 'us', '💜😋']","{'length': 48, 'lexdiv': 1.0, 'longestword': 'happiness', 'unigram(met)': True, 'unigram(fiancée)': True, 'unigram(work)': True, 'unigram(meet)': True, 'unigram(loves)': True, 'unigram(much)': True, 'unigram(happiness)': True, 'unigram(us)': True, 'unigram(💜😋)': True, ""bigram(('met', 'fiancée'))"": True, ""bigram(('fiancée', 'work'))"": True, ""bigram(('work', 'meet'))"": True, ""bigram(('meet', 'loves'))"": True, ""bigram(('loves', 'much'))"": True, ""bigram(('much', 'happiness'))"": True, ""bigram(('happiness', 'us'))"": True, ""bigram(('us', '💜😋'))"": True, ""trigram(('met', 'fiancée', 'work'))"": True, ""trigram(('fiancée', 'work', 'meet'))"": True, ""trigram(('work', 'meet', 'loves'))"": True, ""trigram(('meet', 'loves', 'much'))"": True, ""trigram(('loves', 'much', 'happiness'))"": True, ""trigram(('much', 'happiness', 'us'))"": True, ""trigram(('happiness', 'us', '💜😋'))"": True}",love
2300,luiraecleitom,"We did our pre-weeding, we're so in love with every photo... Anxiety to millllll 28/04/2019","['pre-weeding', 'love', 'every', 'photo', 'anxiety', 'millllll', '28/04/2019']","{'length': 56, 'lexdiv': 1.0, 'longestword': 'millllll', 'unigram(pre-weeding)': True, 'unigram(love)': True, 'unigram(every)': True, 'unigram(photo)': True, 'unigram(anxiety)': True, 'unigram(millllll)': True, 'unigram(28/04/2019)': True, ""bigram(('pre-weeding', 'love'))"": True, ""bigram(('love', 'every'))"": True, ""bigram(('every', 'photo'))"": True, ""bigram(('photo', 'anxiety'))"": True, ""bigram(('anxiety', 'millllll'))"": True, ""bigram(('millllll', '28/04/2019'))"": True, ""trigram(('pre-weeding', 'love', 'every'))"": True, ""trigram(('love', 'every', 'photo'))"": True, ""trigram(('every', 'photo', 'anxiety'))"": True, ""trigram(('photo', 'anxiety', 'millllll'))"": True, ""trigram(('anxiety', 'millllll', '28/04/2019'))"": True}",love
2301,ivanilda-igor,What date would be better for our camento??,"['date', 'would', 'better', 'camento']","{'length': 25, 'lexdiv': 1.0, 'longestword': 'camento', 'unigram(date)': True, 'unigram(would)': True, 'unigram(better)': True, 'unigram(camento)': True, ""bigram(('date', 'would'))"": True, ""bigram(('would', 'better'))"": True, ""bigram(('better', 'camento'))"": True, ""trigram(('date', 'would', 'better'))"": True, ""trigram(('would', 'better', 'camento'))"": True}",relief
2302,gabrielemilena,The best day of life ❤️,"['best', 'day', 'life', '❤️']","{'length': 16, 'lexdiv': 1.0, 'longestword': 'life', 'unigram(best)': True, 'unigram(day)': True, 'unigram(life)': True, 'unigram(❤️)': True, ""bigram(('best', 'day'))"": True, ""bigram(('day', 'life'))"": True, ""bigram(('life', '❤️'))"": True, ""trigram(('best', 'day', 'life'))"": True, ""trigram(('day', 'life', '❤️'))"": True}",love
2303,danilo-priscila-2020,"There are so many things to decide yet, but the basics have already started, I am having great difficulty with the guest list kkk 'but be whatever God wants!!! Now just count the days kkkk","['many', 'things', 'decide', 'yet', 'basics', 'already', 'started', 'great', 'difficulty', 'guest', 'list', 'kkk', 'whatever', 'god', 'wants', 'count', 'days', 'kkkk']","{'length': 112, 'lexdiv': 1.0, 'longestword': 'difficulty', 'repeats(kkk)': 2, 'unigram(many)': True, 'unigram(things)': True, 'unigram(decide)': True, 'unigram(yet)': True, 'unigram(basics)': True, 'unigram(already)': True, 'unigram(started)': True, 'unigram(great)': True, 'unigram(difficulty)': True, 'unigram(guest)': True, 'unigram(list)': True, 'unigram(kkk)': True, 'unigram(whatever)': True, 'unigram(god)': True, 'unigram(wants)': True, 'unigram(count)': True, 'unigram(days)': True, 'unigram(kkkk)': True, ""bigram(('many', 'things'))"": True, ""bigram(('things', 'decide'))"": True, ""bigram(('decide', 'yet'))"": True, ""bigram(('yet', 'basics'))"": True, ""bigram(('basics', 'already'))"": True, ""bigram(('already', 'started'))"": True, ""bigram(('started', 'great'))"": True, ""bigram(('great', 'difficulty'))"": True, ""bigram(('difficulty', 'guest'))"": True, ""bigram(('guest', 'list'))"": True, ""bigram(('list', 'kkk'))"": True, ""bigram(('kkk', 'whatever'))"": True, ""bigram(('whatever', 'god'))"": True, ""bigram(('god', 'wants'))"": True, ""bigram(('wants', 'count'))"": True, ""bigram(('count', 'days'))"": True, ""bigram(('days', 'kkkk'))"": True, ""trigram(('many', 'things', 'decide'))"": True, ""trigram(('things', 'decide', 'yet'))"": True, ""trigram(('decide', 'yet', 'basics'))"": True, ""trigram(('yet', 'basics', 'already'))"": True, ""trigram(('basics', 'already', 'started'))"": True, ""trigram(('already', 'started', 'great'))"": True, ""trigram(('started', 'great', 'difficulty'))"": True, ""trigram(('great', 'difficulty', 'guest'))"": True, ""trigram(('difficulty', 'guest', 'list'))"": True, ""trigram(('guest', 'list', 'kkk'))"": True, ""trigram(('list', 'kkk', 'whatever'))"": True, ""trigram(('kkk', 'whatever', 'god'))"": True, ""trigram(('whatever', 'god', 'wants'))"": True, ""trigram(('god', 'wants', 'count'))"": True, ""trigram(('wants', 'count', 'days'))"": True, ""trigram(('count', 'days', 'kkkk'))"": True}",relief
2304,renato-laura-19-10-2018,"Hi beautiful people!! The bridesmaids at my wedding are making available the dresses they wore at the ceremony to sell. They are between R $300 and R $500 reais. If you're interested, I'll post pictures. I live in Salvador!! It's green, fuchsia, red, champagne and rosé.","['hi', 'beautiful', 'people', 'bridesmaids', 'wedding', 'making', 'available', 'dresses', 'wore', 'ceremony', 'sell', 'r', '300', 'r', '500', 'reais', 'youre', 'interested', 'ill', 'post', 'pictures', 'live', 'salvador', 'green', 'fuchsia', 'red', 'champagne', 'rosé']","{'length': 183, 'lexdiv': 0.9642857142857143, 'longestword': 'bridesmaids', 'repeats(r)': 14, 'unigram(hi)': True, 'unigram(beautiful)': True, 'unigram(people)': True, 'unigram(bridesmaids)': True, 'unigram(wedding)': True, 'unigram(making)': True, 'unigram(available)': True, 'unigram(dresses)': True, 'unigram(wore)': True, 'unigram(ceremony)': True, 'unigram(sell)': True, 'unigram(r)': True, 'unigram(300)': True, 'unigram(500)': True, 'unigram(reais)': True, 'unigram(youre)': True, 'unigram(interested)': True, 'unigram(ill)': True, 'unigram(post)': True, 'unigram(pictures)': True, 'unigram(live)': True, 'unigram(salvador)': True, 'unigram(green)': True, 'unigram(fuchsia)': True, 'unigram(red)': True, 'unigram(champagne)': True, 'unigram(rosé)': True, ""bigram(('hi', 'beautiful'))"": True, ""bigram(('beautiful', 'people'))"": True, ""bigram(('people', 'bridesmaids'))"": True, ""bigram(('bridesmaids', 'wedding'))"": True, ""bigram(('wedding', 'making'))"": True, ""bigram(('making', 'available'))"": True, ""bigram(('available', 'dresses'))"": True, ""bigram(('dresses', 'wore'))"": True, ""bigram(('wore', 'ceremony'))"": True, ""bigram(('ceremony', 'sell'))"": True, ""bigram(('sell', 'r'))"": True, ""bigram(('r', '300'))"": True, ""bigram(('300', 'r'))"": True, ""bigram(('r', '500'))"": True, ""bigram(('500', 'reais'))"": True, ""bigram(('reais', 'youre'))"": True, ""bigram(('youre', 'interested'))"": True, ""bigram(('interested', 'ill'))"": True, ""bigram(('ill', 'post'))"": True, ""bigram(('post', 'pictures'))"": True, ""bigram(('pictures', 'live'))"": True, ""bigram(('live', 'salvador'))"": True, ""bigram(('salvador', 'green'))"": True, ""bigram(('green', 'fuchsia'))"": True, ""bigram(('fuchsia', 'red'))"": True, ""bigram(('red', 'champagne'))"": True, ""bigram(('champagne', 'rosé'))"": True, ""trigram(('hi', 'beautiful', 'people'))"": True, ""trigram(('beautiful', 'people', 'bridesmaids'))"": True, ""trigram(('people', 'bridesmaids', 'wedding'))"": True, ""trigram(('bridesmaids', 'wedding', 'making'))"": True, ""trigram(('wedding', 'making', 'available'))"": True, ""trigram(('making', 'available', 'dresses'))"": True, ""trigram(('available', 'dresses', 'wore'))"": True, ""trigram(('dresses', 'wore', 'ceremony'))"": True, ""trigram(('wore', 'ceremony', 'sell'))"": True, ""trigram(('ceremony', 'sell', 'r'))"": True, ""trigram(('sell', 'r', '300'))"": True, ""trigram(('r', '300', 'r'))"": True, ""trigram(('300', 'r', '500'))"": True, ""trigram(('r', '500', 'reais'))"": True, ""trigram(('500', 'reais', 'youre'))"": True, ""trigram(('reais', 'youre', 'interested'))"": True, ""trigram(('youre', 'interested', 'ill'))"": True, ""trigram(('interested', 'ill', 'post'))"": True, ""trigram(('ill', 'post', 'pictures'))"": True, ""trigram(('post', 'pictures', 'live'))"": True, ""trigram(('pictures', 'live', 'salvador'))"": True, ""trigram(('live', 'salvador', 'green'))"": True, ""trigram(('salvador', 'green', 'fuchsia'))"": True, ""trigram(('green', 'fuchsia', 'red'))"": True, ""trigram(('fuchsia', 'red', 'champagne'))"": True, ""trigram(('red', 'champagne', 'rosé'))"": True}",relief
2305,cristiane-daniel-2020,That love can only do so much good!,"['love', 'much', 'good']","{'length': 14, 'lexdiv': 1.0, 'longestword': 'good', 'unigram(love)': True, 'unigram(much)': True, 'unigram(good)': True, ""bigram(('love', 'much'))"": True, ""bigram(('much', 'good'))"": True, ""trigram(('love', 'much', 'good'))"": True}",love
2306,sr-sraluz,- Yeah.,['yeah'],"{'length': 4, 'lexdiv': 1.0, 'longestword': 'yeah', 'unigram(yeah)': True}",neutral
2307,jessica-daniel-26-01-2019,With you everything gets so light that I even take you on the back of the bike the black and white has color life has more humour and little by little the emptiness is complete the wrong is hit The broken fixes and so everything changes even without changing the peace has multiplied How good you have come to add I heard there is paradise on earth Things that I never understood Things that I never understood I just heard that when I got chills were things that I only understood when I met you,"['everything', 'gets', 'light', 'even', 'take', 'back', 'bike', 'black', 'white', 'color', 'life', 'humour', 'little', 'little', 'emptiness', 'complete', 'wrong', 'hit', 'broken', 'fixes', 'everything', 'changes', 'even', 'without', 'changing', 'peace', 'multiplied', 'good', 'come', 'add', 'heard', 'paradise', 'earth', 'things', 'never', 'understood', 'things', 'never', 'understood', 'heard', 'got', 'chills', 'things', 'understood', 'met']","{'length': 307, 'lexdiv': 0.8, 'longestword': 'understood', 'repeats(everything)': 2, 'repeats(even)': 2, 'repeats(little)': 2, 'repeats(hit)': 2, 'repeats(heard)': 2, 'repeats(things)': 3, 'repeats(never)': 2, 'repeats(understood)': 3, 'unigram(everything)': True, 'unigram(gets)': True, 'unigram(light)': True, 'unigram(even)': True, 'unigram(take)': True, 'unigram(back)': True, 'unigram(bike)': True, 'unigram(black)': True, 'unigram(white)': True, 'unigram(color)': True, 'unigram(life)': True, 'unigram(humour)': True, 'unigram(little)': True, 'unigram(emptiness)': True, 'unigram(complete)': True, 'unigram(wrong)': True, 'unigram(hit)': True, 'unigram(broken)': True, 'unigram(fixes)': True, 'unigram(changes)': True, 'unigram(without)': True, 'unigram(changing)': True, 'unigram(peace)': True, 'unigram(multiplied)': True, 'unigram(good)': True, 'unigram(come)': True, 'unigram(add)': True, 'unigram(heard)': True, 'unigram(paradise)': True, 'unigram(earth)': True, 'unigram(things)': True, 'unigram(never)': True, 'unigram(understood)': True, 'unigram(got)': True, 'unigram(chills)': True, 'unigram(met)': True, ""bigram(('everything', 'gets'))"": True, ""bigram(('gets', 'light'))"": True, ""bigram(('light', 'even'))"": True, ""bigram(('even', 'take'))"": True, ""bigram(('take', 'back'))"": True, ""bigram(('back', 'bike'))"": True, ""bigram(('bike', 'black'))"": True, ""bigram(('black', 'white'))"": True, ""bigram(('white', 'color'))"": True, ""bigram(('color', 'life'))"": True, ""bigram(('life', 'humour'))"": True, ""bigram(('humour', 'little'))"": True, ""bigram(('little', 'little'))"": True, ""bigram(('little', 'emptiness'))"": True, ""bigram(('emptiness', 'complete'))"": True, ""bigram(('complete', 'wrong'))"": True, ""bigram(('wrong', 'hit'))"": True, ""bigram(('hit', 'broken'))"": True, ""bigram(('broken', 'fixes'))"": True, ""bigram(('fixes', 'everything'))"": True, ""bigram(('everything', 'changes'))"": True, ""bigram(('changes', 'even'))"": True, ""bigram(('even', 'without'))"": True, ""bigram(('without', 'changing'))"": True, ""bigram(('changing', 'peace'))"": True, ""bigram(('peace', 'multiplied'))"": True, ""bigram(('multiplied', 'good'))"": True, ""bigram(('good', 'come'))"": True, ""bigram(('come', 'add'))"": True, ""bigram(('add', 'heard'))"": True, ""bigram(('heard', 'paradise'))"": True, ""bigram(('paradise', 'earth'))"": True, ""bigram(('earth', 'things'))"": True, ""bigram(('things', 'never'))"": True, ""bigram(('never', 'understood'))"": True, ""bigram(('understood', 'things'))"": True, ""bigram(('understood', 'heard'))"": True, ""bigram(('heard', 'got'))"": True, ""bigram(('got', 'chills'))"": True, ""bigram(('chills', 'things'))"": True, ""bigram(('things', 'understood'))"": True, ""bigram(('understood', 'met'))"": True, ""trigram(('everything', 'gets', 'light'))"": True, ""trigram(('gets', 'light', 'even'))"": True, ""trigram(('light', 'even', 'take'))"": True, ""trigram(('even', 'take', 'back'))"": True, ""trigram(('take', 'back', 'bike'))"": True, ""trigram(('back', 'bike', 'black'))"": True, ""trigram(('bike', 'black', 'white'))"": True, ""trigram(('black', 'white', 'color'))"": True, ""trigram(('white', 'color', 'life'))"": True, ""trigram(('color', 'life', 'humour'))"": True, ""trigram(('life', 'humour', 'little'))"": True, ""trigram(('humour', 'little', 'little'))"": True, ""trigram(('little', 'little', 'emptiness'))"": True, ""trigram(('little', 'emptiness', 'complete'))"": True, ""trigram(('emptiness', 'complete', 'wrong'))"": True, ""trigram(('complete', 'wrong', 'hit'))"": True, ""trigram(('wrong', 'hit', 'broken'))"": True, ""trigram(('hit', 'broken', 'fixes'))"": True, ""trigram(('broken', 'fixes', 'everything'))"": True, ""trigram(('fixes', 'everything', 'changes'))"": True, ""trigram(('everything', 'changes', 'even'))"": True, ""trigram(('changes', 'even', 'without'))"": True, ""trigram(('even', 'without', 'changing'))"": True, ""trigram(('without', 'changing', 'peace'))"": True, ""trigram(('changing', 'peace', 'multiplied'))"": True, ""trigram(('peace', 'multiplied', 'good'))"": True, ""trigram(('multiplied', 'good', 'come'))"": True, ""trigram(('good', 'come', 'add'))"": True, ""trigram(('come', 'add', 'heard'))"": True, ""trigram(('add', 'heard', 'paradise'))"": True, ""trigram(('heard', 'paradise', 'earth'))"": True, ""trigram(('paradise', 'earth', 'things'))"": True, ""trigram(('earth', 'things', 'never'))"": True, ""trigram(('things', 'never', 'understood'))"": True, ""trigram(('never', 'understood', 'things'))"": True, ""trigram(('understood', 'things', 'never'))"": True, ""trigram(('never', 'understood', 'heard'))"": True, ""trigram(('understood', 'heard', 'got'))"": True, ""trigram(('heard', 'got', 'chills'))"": True, ""trigram(('got', 'chills', 'things'))"": True, ""trigram(('chills', 'things', 'understood'))"": True, ""trigram(('things', 'understood', 'met'))"": True}",hate
